id,y
174,74.4440
175,66.5670
176,68.4010
177,58.2110
178,79.7510
179,68.5180
180,71.0980
181,63.1410
182,66.6350
183,75.5900
184,80.3290
185,62.0550
186,69.8310
187,68.6080
188,85.4080
189,78.8770
190,53.6960
191,63.5400
192,74.3960
193,54.5880
194,75.4350
195,56.7670
196,60.6640
197,75.0430
198,77.7250
199,76.9440
200,76.8510
201,70.6550
202,74.2200
203,68.6590
204,64.6930
205,75.6530
206,55.2150
207,75.8580
208,58.8970
209,80.4120
210,67.1620
211,63.9060
212,76.5430
213,74.5910
214,78.1850
215,61.3290
216,68.9200
217,68.2090
218,58.4820
219,77.5190
220,63.4070
221,70.1830
222,69.2990
223,71.1480
224,68.6940
225,75.1640
226,72.2590
227,74.7110
228,72.2960
229,64.9210
230,57.7820
231,53.9910
232,73.9830
233,63.4520
234,71.4180
235,63.2010
236,80.5680
237,70.2310
238,73.4450
239,74.5000
240,61.7080
241,65.7630
242,66.9340
243,66.6430
244,65.9590
245,75.6880
246,57.3520
247,70.1910
248,74.2710
249,68.7180
250,73.6590
251,57.4320
252,81.3980
253,72.5100
254,78.1000
255,80.4820
256,53.9150
257,58.7920
258,66.8120
259,76.2550
260,68.4080
261,79.6840
262,68.7540
263,79.1820
264,55.0130
265,73.5290
266,62.2650
267,65.4620
268,79.9820
269,61.1650
270,59.8860
271,85.1720
272,78.2040
273,76.1720
274,78.6800
275,66.3860
276,54.9280
277,76.9090
278,78.0410
279,79.6110
280,72.2400
281,55.7220
282,80.4550
283,74.7840
284,79.8680
285,60.1740
286,78.7280
287,78.0570
288,61.6160
289,68.2450
290,64.4110
291,80.9140
292,73.0930
293,75.5290
294,74.2110
295,69.4630
296,64.7080
297,80.5090
298,75.8150
299,69.1190
300,66.0870
301,82.3930
302,52.3290
303,61.1370
304,68.8950
305,66.1530
306,76.3670
307,64.2540
308,78.8340
309,75.4760
310,71.8110
311,64.4490
312,71.8710
313,67.8140
314,83.4340
315,67.5970
316,74.0410
317,54.4410
318,63.7440
319,78.4470
320,66.1110
321,54.5210
322,73.8900
323,63.4690
324,55.8920
325,69.8480
326,82.2000
327,80.0830
328,65.1240
329,65.8050
330,64.0910
331,69.1370
332,80.0050
333,78.9430
334,77.8220
335,66.7670
336,60.3790
337,53.5830
338,82.8960
339,70.9570
340,75.1460
341,76.0080
342,70.3940
343,79.6500
344,72.3940
345,67.8120
346,80.2600
347,66.7090
348,79.7670
349,66.2740
350,69.1370
351,73.9040
352,71.5810
353,73.7280
354,64.5750
355,67.8850
356,69.7610
357,64.2410
358,56.7240
359,76.5410
360,68.3060
361,77.0910
362,58.4230
363,79.5340
364,73.3950
365,77.2850
366,72.4350
367,61.9120
368,73.5560
369,59.3880
370,80.1910
371,67.4230
372,71.4250
373,74.1530
374,68.7770
375,69.9370
376,77.1320
377,73.5510
378,62.1060
379,75.7700
380,70.6100
381,73.2440
382,69.9210
383,81.4310
384,62.9140
385,77.6960
386,71.5790
387,56.5050
388,63.4490
389,66.8470
390,61.3760
391,60.5730
392,69.3910
393,65.0180
394,55.6740
395,67.3910
396,77.9360
397,62.8170
398,62.9620
399,54.5730
400,70.9000
401,62.0670
402,64.5210
403,78.5410
404,78.0980
405,68.2500
406,71.3790
407,64.5790
408,56.4680
409,59.6920
410,76.3640
411,54.5310
412,61.2750
413,76.3420
414,72.7790
415,55.9710
416,64.3490
417,59.6050
418,61.6590
419,69.5140
420,64.6460
421,62.2030
422,81.6550
423,60.9180
424,80.4830
425,58.2910
426,74.3110
427,64.1780
428,73.9480
429,74.8580
430,72.7530
431,66.4390
432,67.1020
433,77.5240
434,71.4550
435,63.2450
436,56.7080
437,60.1000
438,83.8900
439,56.4770
440,74.8480
441,72.4110
442,72.8850
443,67.4030
444,74.5920
445,63.7950
446,74.4910
447,58.7990
448,74.6620
449,63.4110
450,72.9930
451,76.7450
452,64.8810
453,57.9300
454,72.8010
455,73.2670
456,62.2390
457,55.7270
458,66.5500
459,60.2030
460,68.2950
461,55.3770
462,53.8420
463,75.3290
464,64.6660
465,69.3040
466,76.5060
467,73.1530
468,68.9910
469,65.2360
470,68.0250
471,64.0820
472,79.1300
473,69.7780
474,65.7340
475,62.0390
476,59.7910
477,75.2400
478,65.6940
479,79.0960
480,59.1220
481,54.0760
482,61.5170
483,66.4150
484,56.8570
485,81.3440
486,56.2640
487,61.9420
488,81.9350
489,54.7940
490,76.7280
491,71.3860
492,56.1690
493,71.6980
494,69.8830
495,73.7510
496,54.2130
497,76.8860
498,56.4200
499,79.0250
500,53.9640
501,61.2040
502,80.1200
503,61.0890
504,79.6800
505,77.0960
506,67.9210
507,57.3360
508,61.3670
509,71.9560
510,79.8320
511,74.2860
512,74.0810
513,64.9100
514,74.7050
515,68.6530
516,81.3590
517,66.3280
518,62.0830
519,69.7070
520,82.3900
521,63.6170
522,71.1410
523,69.1560
524,78.1910
525,56.4400
526,74.2240
527,80.7320
528,62.6520
529,63.0140
530,81.2850
531,68.2620
532,59.4880
533,63.5680
534,62.7200
535,53.8070
536,81.5340
537,63.0760
538,73.4290
539,82.9200
540,64.1180
541,64.8960
542,64.4530
543,74.3360
544,79.5950
545,74.9990
546,71.4200
547,73.3160
548,79.4680
549,74.5780
550,68.3060
551,60.6170
552,72.4680
553,75.1160
554,56.3700
555,80.7820
556,79.2360
557,62.5980
558,81.1070
559,72.7250
560,66.9760
561,77.6580
562,79.1900
563,79.0330
564,66.9480
565,67.0780
566,71.3500
567,59.1770
568,76.8130
569,74.4600
570,81.3540
571,55.4890
572,78.2410
573,77.6860
574,63.8640
575,71.4430
576,75.9660
577,57.3000
578,83.4630
579,83.4250
580,75.0120
581,77.0530
582,54.1410
583,53.8100
584,54.3080
585,78.6510
586,63.9630
587,76.0120
588,74.3940
589,62.1960
590,64.2490
591,71.5290
592,59.9230
593,79.6870
594,72.3660
595,83.7270
596,74.2610
597,81.7310
598,56.4330
599,54.2110
600,72.5360
601,64.1720
602,56.5080
603,79.7860
604,58.4580
605,66.6260
606,60.6910
607,71.7580
608,60.9890
609,74.7320
610,74.2090
611,60.9630
612,81.7680
613,54.9450
614,67.7200
615,73.9170
616,81.0430
617,55.9250
618,66.3770
619,84.8460
620,78.6640
621,79.9400
622,58.5200
623,71.3600
624,80.6710
625,77.9020
626,78.2610
627,84.1930
628,59.2440
629,53.5750
630,81.1450
631,68.0380
632,78.6290
633,59.1700
634,60.0380
635,73.1600
636,70.2750
637,82.1720
638,79.9130
639,68.7860
640,61.0650
641,81.5580
642,79.8140
643,71.9320
644,75.8570
645,63.9520
646,69.1260
647,68.3240
648,71.2290
649,73.7200
650,73.8430
651,71.7780
652,64.2080
653,68.3430
654,75.6780
655,63.8470
656,75.3570
657,63.1880
658,53.4360
659,68.6310
660,75.8870
661,53.7010
662,74.9070
663,73.2120
664,73.4410
665,55.3570
666,64.2950
667,80.3890
668,62.6240
669,71.5720
670,72.2750
671,77.0650
672,58.1100
673,56.5500
674,65.0250
675,60.1280
676,72.7740
677,68.0210
678,69.8600
679,84.6560
680,71.7440
681,79.4180
682,75.2660
683,73.0720
684,71.8250
685,63.7740
686,73.7180
687,72.8000
688,75.7660
689,65.9340
690,78.7550
691,71.7180
692,60.7870
693,80.8980
694,59.9910
695,69.8020
696,80.0220
697,67.7830
698,72.2860
699,70.3330
700,58.3960
701,77.1200
702,69.4520
703,61.7330
704,80.0420
705,59.8150
706,73.7800
707,65.1740
708,71.1950
709,74.5100
710,73.9060
711,81.0340
712,68.8840
713,62.3850
714,83.2960
715,84.6060
716,70.0710
717,75.3360
718,61.6230
719,67.9970
720,65.3350
721,73.3670
722,73.4240
723,53.7320
724,56.6170
725,69.2680
726,74.8380
727,69.9190
728,80.5500
729,72.9290
730,58.8440
731,74.0390
732,73.4360
733,83.2220
734,61.4770
735,59.9330
736,74.2540
737,63.5690
738,65.5000
739,62.3340
740,76.6340
741,73.7360
742,65.9550
743,79.6950
744,67.5930
745,74.0100
746,71.8090
747,78.0860
748,61.1000
749,71.5720
750,66.7770
751,51.4800
752,67.1400
753,62.5080
754,72.3670
755,62.7730
756,59.1370
757,68.8010
758,64.6060
759,73.0210
760,73.2390
761,54.9690
762,76.5770
763,63.8490
764,74.3060
765,76.9890
766,66.3070
767,69.6990
768,54.8500
769,77.9120
770,80.6430
771,65.4910
772,72.0230
773,75.5450
774,72.3770
775,59.9200
