id,y
453,59.2370
454,73.9790
455,75.1400
456,62.6760
457,55.8340
458,69.9550
459,59.8340
460,69.5880
461,55.7480
462,58.0640
463,73.0260
464,66.1240
465,67.8620
466,76.6300
467,74.9560
468,68.7200
469,66.9740
470,68.5170
471,63.8850
472,78.8210
473,72.2000
474,66.4750
475,63.6340
476,60.0200
477,76.2310
478,63.9850
479,82.1710
480,59.9310
481,53.8620
482,63.0520
483,67.9770
484,56.5760
485,82.7900
486,53.3990
487,61.5680
488,78.3120
489,54.7510
490,75.8630
491,67.5710
492,54.4740
493,72.8440
494,69.0980
495,75.3840
496,52.4950
497,77.6070
498,55.2680
499,75.0200
500,56.0470
501,61.7200
502,78.3500
503,62.0950
504,78.4640
505,76.6470
506,67.4160
507,55.3720
508,63.4250
509,71.9080
510,82.1130
511,75.6600
512,73.3760
513,62.2640
514,72.8790
515,67.5290
516,81.3050
517,68.6310
518,65.5630
519,72.1910
520,82.2780
521,62.1390
522,71.9300
523,71.3790
524,78.5550
525,56.7150
526,74.5380
527,78.6990
528,63.1280
529,63.2100
530,80.5860
531,71.0320
532,63.3030
533,65.9170
534,61.8840
535,54.6500
536,79.3010
537,66.7960
538,73.0070
539,81.8780
540,62.9260
541,64.8470
542,63.3930
543,76.7460
544,77.3210
545,72.9040
546,70.9020
547,73.5640
548,77.3640
549,73.6800
550,68.9720
551,59.6600
552,70.9150
553,76.0320
554,55.7380
555,79.2910
556,76.8620
557,60.8640
558,80.5690
559,72.2750
560,71.5010
561,77.1230
562,80.4030
563,75.6530
564,67.4400
565,65.6450
566,70.1160
567,60.5990
568,76.3550
569,72.7720
570,82.2750
571,58.9140
572,78.7100
573,76.7060
574,62.1540
575,70.0810
576,75.8880
577,56.9670
578,81.0280
579,82.3970
580,74.9590
581,79.6250
582,55.6360
583,54.5460
584,53.0870
585,79.8040
586,63.8110
587,75.4330
588,76.7720
589,59.9810
590,63.0850
591,69.6270
592,56.0310
593,79.0680
594,73.0370
595,81.1790
596,74.3000
597,76.5760
598,59.9510
599,57.1700
600,72.7930
601,64.3040
602,55.7350
603,80.6350
604,56.2630
605,70.3790
606,63.0930
607,72.1830
608,60.7410
609,73.9390
610,75.0000
611,61.7740
612,80.8230
613,54.9480
614,65.3230
615,75.2090
616,80.0420
617,57.8450
618,67.8440
619,84.4600
620,74.9730
621,80.3580
622,61.2390
623,69.9970
624,80.5450
625,74.6790
626,76.0240
627,84.2160
628,60.9300
629,54.6400
630,81.8430
631,70.7660
632,76.4300
633,59.8260
634,60.3420
635,72.4160
636,71.6590
637,82.5560
638,77.9980
639,70.1370
640,63.2080
641,81.1340
642,80.3450
643,73.2340
644,75.8050
645,62.2990
646,70.8840
647,66.6150
648,70.6580
649,74.3180
650,73.6950
651,70.8390
652,66.6770
653,69.3380
654,75.6740
655,65.3370
656,72.5520
657,64.3740
658,52.9140
659,67.2500
660,73.4760
661,54.7760
662,73.7650
663,72.7530
664,71.2900
665,55.9650
666,63.3470
667,79.5730
668,62.1660
669,71.1540
670,74.6030
671,79.2260
672,59.6580
673,54.8330
674,67.0350
675,61.2840
676,73.6650
677,67.5870
678,68.1100
679,83.7750
680,72.6970
681,77.3580
682,74.7100
683,72.3520
684,71.5940
685,62.9290
686,70.5900
687,73.9870
688,74.7270
689,65.8770
690,79.8830
691,68.8600
692,61.7310
693,79.6600
694,62.5500
695,71.3950
696,78.5360
697,69.0140
698,69.3070
699,70.4840
700,58.6450
701,76.0190
702,68.3580
703,60.2400
704,81.4390
705,62.1690
706,77.8740
707,65.0880
708,72.7350
709,77.3210
710,72.4040
711,81.5620
712,67.7990
713,62.2490
714,81.5530
715,82.7840
716,71.8130
717,76.3580
718,61.9760
719,67.5190
720,64.0440
721,72.3330
722,73.0590
723,53.6050
724,63.1010
725,72.4770
726,73.2870
727,68.2490
728,80.6710
729,73.0720
730,57.2170
731,74.6430
732,75.5320
733,84.2680
734,63.1010
735,59.4050
736,75.6890
737,62.3920
738,63.2010
739,60.6060
740,74.7920
741,74.2910
742,64.6040
743,81.2060
744,69.6140
745,73.6490
746,70.4740
747,76.9990
748,59.3370
749,70.7740
750,68.2490
751,51.9200
752,63.5100
753,62.5230
754,71.0900
755,61.9240
756,59.2710
757,71.5690
758,64.7250
759,70.4670
760,72.4820
761,53.2620
762,77.9080
763,64.2490
764,72.9920
765,79.6630
766,69.0290
767,70.6750
768,56.2970
769,77.6020
770,81.3830
771,66.6130
772,73.0720
773,74.0740
774,70.6070
775,59.4360
