id,y
150,66.1000
151,75.3800
152,67.1500
153,74.4100
154,57.5900
155,64.2000
156,71.3800
157,69.0900
158,84.2500
159,66.2900
160,82.9400
161,66.7800
162,67.4700
163,65.8200
164,73.8900
165,69.3600
166,72.1400
167,70.4200
168,67.7700
169,75.5600
170,80.1100
171,70.2500
172,73.8100
173,74.6500
174,75.6200
175,66.8400
176,66.6300
177,57.7700
178,81.7400
179,68.3500
180,70.8300
181,65.9600
182,67.3200
183,74.4100
184,83.3100
185,62.1200
186,69.4500
187,67.1600
188,85.1500
189,79.6300
190,53.8800
191,62.0800
192,75.8600
193,53.6600
194,75.6000
195,56.1700
196,60.1400
197,78.1700
198,77.4700
199,78.2500
200,74.2000
201,69.5800
202,71.8700
203,68.8800
204,62.7600
205,77.2100
206,55.6800
207,77.7600
208,56.9900
209,78.6300
210,67.7300
211,62.7600
212,77.6900
213,73.2300
214,73.4400
215,61.6400
216,67.5700
217,66.2400
218,52.2500
219,77.0100
220,64.6200
221,69.6100
222,69.6800
223,74.4100
224,67.9100
225,77.5100
226,73.1400
227,75.2900
228,71.9700
229,67.8600
230,53.7700
231,52.8900
232,74.4800
233,64.4900
234,71.5300
235,65.2200
236,83.0700
237,70.1000
238,74.5300
239,77.0100
240,60.8300
241,64.9200
242,62.1500
243,65.8100
244,68.6300
245,76.1300
246,56.8700
247,72.0500
248,71.6700
249,66.7600
250,74.2200
251,51.6900
252,81.7700
253,70.0300
254,82.2900
255,81.9300
256,58.3200
257,56.2700
258,63.5300
259,76.5900
260,68.4000
261,81.2800
262,68.1200
263,79.5100
264,56.7900
265,74.8500
266,62.7200
267,68.1200
268,81.9700
269,62.3800
270,62.8600
271,82.9700
272,75.9400
273,79.3100
274,83.4500
275,64.5000
276,54.2000
277,77.1700
278,78.6100
279,80.0400
280,71.0900
281,56.2900
282,76.2900
283,74.7500
284,83.8800
285,59.6800
286,77.9000
287,80.1900
288,61.9000
289,68.0700
290,64.3400
291,78.9200
292,72.5600
293,74.0700
294,77.0400
295,78.2000
296,68.7600
297,82.0100
298,78.8700
299,69.8200
300,64.2000
301,82.5800
302,52.6300
303,59.1500
304,68.2300
305,64.8500
306,76.2900
307,65.2400
308,83.1000
309,75.3600
310,70.3100
311,62.1800
312,72.9600
313,67.2200
314,76.4100
315,67.9400
316,73.3300
317,53.9600
318,69.2800
319,74.8500
320,65.2000
321,52.5100
322,72.4100
323,62.2600
324,56.1100
325,67.6300
326,85.2200
327,78.9000
328,63.9800
329,66.2600
330,64.0800
331,68.9800
332,81.1700
333,79.1000
334,75.1800
335,68.3600
336,59.4700
337,52.8500
338,81.2600
339,73.8900
340,75.3900
341,72.9800
342,69.6500
343,77.4300
344,72.4200
345,69.3100
346,80.0200
347,66.8200
348,78.4800
349,65.9700
350,70.6200
351,74.3100
352,71.8800
353,75.8900
354,63.8200
355,66.6700
356,71.8000
357,61.5900
358,56.9000
359,75.6400
360,67.3200
361,75.5900
362,60.7800
363,78.7900
364,73.9300
365,77.7100
366,72.9300
367,62.9100
368,75.2300
369,58.6200
370,83.9200
371,66.5100
372,73.5900
373,76.2900
374,71.5600
375,70.2800
376,77.4200
377,74.0300
378,61.9300
379,73.3700
380,69.7900
381,72.6300
382,70.7600
383,82.3600
384,62.4900
385,75.7900
386,71.0200
387,52.9800
388,64.6700
389,68.5000
390,58.9900
391,59.7100
392,70.4900
393,65.1600
394,56.9700
395,68.6900
396,72.4200
397,63.0600
398,63.3300
399,54.4100
400,70.0500
401,65.3200
402,63.8700
403,74.9600
404,80.2700
405,69.9500
406,72.0800
407,67.1600
408,56.9600
409,60.6300
410,74.0600
411,54.6400
412,65.2000
413,76.8800
414,73.2200
415,57.9900
416,62.8400
417,57.3800
418,58.9500
419,69.0400
420,63.4700
421,63.7300
422,82.4800
423,60.6100
424,81.8400
425,57.4300
426,75.5300
427,67.0200
428,75.2600
429,73.6400
430,71.9000
431,65.9000
432,68.7700
433,77.1300
434,72.8400
435,65.2500
436,54.1300
437,55.6000
438,85.8500
439,55.6200
440,73.1400
441,73.0400
442,73.7100
443,66.3400
444,76.2500
445,64.4600
446,72.2900
447,55.2900
448,75.5400
449,59.6200
450,74.8100
451,75.4700
452,65.7000
453,56.2000
454,78.0000
455,72.1300
456,63.0000
457,54.8100
458,69.9600
459,61.3600
460,68.3800
461,55.2500
462,52.9700
463,73.9000
464,65.2300
465,68.3400
466,77.1200
467,73.8700
468,70.7000
469,65.1100
470,66.1400
471,62.2500
472,80.8900
473,69.7200
474,66.7400
475,59.6200
476,64.1000
477,77.3800
478,63.6300
479,79.7500
480,55.5900
481,53.7700
482,60.6400
483,66.5800
484,56.9900
485,86.2500
486,59.2400
487,64.6400
488,82.5800
489,55.5700
490,76.2500
491,72.8800
492,54.8100
493,68.5100
494,68.9500
495,74.0800
496,54.3200
497,76.7800
498,55.5400
499,77.2500
500,53.1700
501,57.6200
502,80.2200
503,63.6000
504,77.4900
505,75.0700
506,66.9300
507,57.1800
508,61.2900
509,72.7600
510,81.3600
511,75.0000
512,78.3700
513,64.4300
514,74.8200
515,71.0200
516,82.0100
517,64.9400
518,65.6000
519,67.0000
520,81.2300
521,63.8900
522,69.9100
523,70.8200
524,78.6100
525,55.5900
526,72.8700
527,84.0000
528,64.6400
529,63.8800
530,79.0500
531,71.0000
532,61.1300
533,65.0900
534,60.4500
535,54.7400
536,85.2100
537,63.9900
538,73.8700
539,81.7900
540,64.3600
541,66.8900
542,64.3300
543,73.3100
544,75.9200
545,76.3000
546,73.3300
547,71.2900
548,79.4700
549,75.2400
550,65.4300
551,65.4400
552,74.3000
553,74.4100
554,54.2300
555,79.6000
556,77.5700
557,62.8200
558,82.0800
559,74.0100
560,79.2400
561,77.9300
562,73.1700
563,80.4900
564,67.7300
565,67.4800
566,71.6200
567,59.1300
568,78.5100
569,74.1200
570,83.1700
571,54.6700
572,77.5400
573,78.8500
574,62.0100
575,69.7400
576,76.3500
577,59.9400
578,86.0900
579,85.3400
580,77.5200
581,81.8400
582,51.9000
583,58.2400
584,53.6700
585,79.4200
586,65.4300
587,78.6600
588,74.6400
589,64.4600
590,63.9600
591,70.6200
592,62.5200
593,79.8000
594,72.6700
595,85.2900
596,73.5700
597,80.5000
598,59.8900
599,54.0200
600,72.7200
601,63.6600
602,56.5000
603,79.6200
604,53.8000
605,69.7600
606,60.7200
607,74.3500
608,62.7900
609,79.0900
610,75.0600
611,63.7300
612,85.1300
613,53.1600
614,67.9900
615,74.3600
616,81.8500
617,54.8800
618,66.3500
619,82.5800
620,81.7800
621,77.2500
622,56.6500
623,70.6800
624,82.1100
625,78.6900
626,75.2500
627,85.7300
628,54.1800
629,53.2500
630,80.2600
631,69.7100
632,77.8600
633,62.0900
634,58.0500
635,73.3700
636,69.1800
637,85.1800
638,79.0400
639,70.1900
640,62.9400
641,82.5500
642,78.1500
643,72.6600
644,79.6300
645,66.7100
646,68.5700
647,68.7600
648,70.7500
649,78.0300
650,73.0000
651,71.6100
652,65.4200
653,67.5700
654,78.1000
655,64.8900
656,78.5500
657,63.3600
658,53.4100
659,72.4600
660,77.6800
661,54.4700
662,77.5000
663,74.1300
664,72.4400
665,51.4900
666,64.5500
667,78.4400
668,58.2100
669,73.3600
670,73.7900
671,77.8100
672,57.7100
673,53.8400
674,67.5500
675,60.9900
676,70.7800
677,66.0600
678,71.9700
679,86.1400
680,74.5100
681,81.0500
682,75.2400
683,74.3200
684,71.2900
685,64.1300
686,73.6400
687,72.5700
688,76.5300
689,65.3800
690,76.0500
691,72.6700
692,62.3500
693,79.6200
694,59.4600
695,72.0300
696,76.6600
697,70.9500
698,71.5800
699,68.8400
700,65.7400
701,80.1400
702,69.2200
703,57.8900
704,85.0300
705,53.2700
706,75.9400
707,67.9000
708,72.0500
709,74.3100
710,74.1400
711,82.8700
712,69.0500
713,62.8400
714,81.8700
715,84.9000
716,69.1500
717,75.1800
718,60.9700
719,65.8500
720,67.4600
721,74.2600
722,73.6500
723,53.1500
724,54.1800
725,70.4400
726,73.3900
727,69.9300
728,81.9400
729,72.2900
730,58.5100
731,73.6500
732,74.4400
733,86.1500
734,61.7000
735,64.1600
736,77.0300
737,63.2300
738,67.4000
739,65.3300
740,78.3900
741,74.1400
742,65.9500
743,73.9000
744,68.9200
745,78.5100
746,70.1100
747,74.9000
748,58.1000
749,70.3200
750,69.8600
751,53.1500
752,64.8900
753,63.1900
754,74.1600
755,64.2500
756,56.7800
757,71.1200
758,63.0600
759,74.4100
760,73.2400
761,55.1400
762,73.4100
763,63.6000
764,76.8600
765,74.4700
766,69.9700
767,69.3800
768,53.5500
769,75.1900
770,83.0500
771,62.0200
772,72.8500
773,77.0600
774,72.7600
775,60.3500
